id,title,description,tag,estimated_hours,created_at,due_date,days_left,priority,type,assignee
TASK0623,Add export CSV,Refactor authentication flow to use OAuth2 best practices.,testing,8,2025-09-23,2025-09-24,-29,High,bug,Chitra
TASK0624,Database migration,Allow users to export orders in CSV and Excel format.,research,2,2025-10-09,2025-10-11,-12,Medium,feature,Chitra
TASK0625,Add search feature,App crashes intermittently when submitting large form payloads.,devops,8,2025-10-11,2025-10-21,-2,High,bug,Esha
TASK0626,Optimize image loading,Refactor authentication flow to use OAuth2 best practices.,ux,8,2025-09-27,2025-10-12,-11,High,feature,Chitra
TASK0627,Database migration,Speed up image loading using lazy loading and compression.,research,1,2025-09-25,2025-09-29,-24,Medium,bug,Esha
TASK0628,Fix login error,Need to implement a search bar with fuzzy matching and filters.,frontend,12,2025-10-06,2025-10-13,-10,High,chore,Dev
TASK0629,Add search feature,Add migration scripts to move old schema to new one. Ensure backups.,research,12,2025-09-27,2025-10-11,-12,High,feature,Alice
TASK0630,Update user profile UI,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",testing,12,2025-09-30,2025-10-11,-12,High,bug,Alice
TASK0631,Update user profile UI,Add unit tests for payment module to improve coverage to 80%.,research,1,2025-10-22,2025-11-10,18,Low,chore,Chitra
TASK0632,Investigate crash on submit,Design and implement onboarding wizard for new users.,data,6,2025-10-10,2025-10-24,1,Medium,bug,Dev
TASK0633,Add search feature,Refactor authentication flow to use OAuth2 best practices.,backend,12,2025-10-02,2025-10-22,-1,High,bug,Esha
TASK0634,Add search feature,Speed up image loading using lazy loading and compression.,research,1,2025-10-22,2025-11-01,9,Low,feature,Chitra
TASK0635,Add search feature,Add unit tests for payment module to improve coverage to 80%.,ux,6,2025-10-04,2025-10-17,-6,Medium,feature,Alice
TASK0636,Update user profile UI,Refactor authentication flow to use OAuth2 best practices.,frontend,2,2025-10-08,2025-10-21,-2,Medium,feature,Esha
TASK0637,Update user profile UI,Add unit tests for payment module to improve coverage to 80%.,data,12,2025-10-14,2025-10-26,3,Medium,chore,Alice
TASK0638,Refactor auth module,Profile page layout looks cramped on mobile devices. Improve spacing.,backend,1,2025-10-06,2025-10-07,-16,Medium,feature,Dev
TASK0639,Refactor auth module,Need to implement a search bar with fuzzy matching and filters.,devops,2,2025-10-06,2025-10-18,-5,Medium,bug,Esha
TASK0640,Update user profile UI,Profile page layout looks cramped on mobile devices. Improve spacing.,frontend,8,2025-10-19,2025-10-28,5,Medium,bug,Bob
TASK0641,Add export CSV,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",ux,8,2025-10-02,2025-10-17,-6,High,feature,Alice
TASK0642,Add search feature,Add unit tests for payment module to improve coverage to 80%.,backend,2,2025-10-14,2025-11-02,10,Low,feature,Chitra
TASK0643,Update user profile UI,Add migration scripts to move old schema to new one. Ensure backups.,backend,4,2025-10-12,2025-11-01,9,Low,bug,Bob
TASK0644,Create onboarding flow,Design and implement onboarding wizard for new users.,devops,8,2025-10-13,2025-10-23,0,High,feature,Bob
TASK0645,Add export CSV,Speed up image loading using lazy loading and compression.,ux,4,2025-10-05,2025-10-19,-4,Medium,bug,Chitra
TASK0646,Database migration,App crashes intermittently when submitting large form payloads.,devops,4,2025-10-16,2025-10-21,-2,Medium,feature,Chitra
TASK0647,Create onboarding flow,Design and implement onboarding wizard for new users.,testing,4,2025-09-25,2025-10-05,-18,Medium,feature,Alice
TASK0648,Add export CSV,Need to implement a search bar with fuzzy matching and filters.,ux,4,2025-10-18,2025-10-23,0,Medium,chore,Bob
TASK0649,Add search feature,Need to implement a search bar with fuzzy matching and filters.,backend,8,2025-10-15,2025-10-16,-7,High,chore,Esha
TASK0650,Add export CSV,Add migration scripts to move old schema to new one. Ensure backups.,backend,8,2025-10-11,2025-10-20,-3,High,feature,Esha
TASK0651,Update user profile UI,Speed up image loading using lazy loading and compression.,testing,2,2025-10-08,2025-10-27,4,Low,feature,Chitra
TASK0652,Create onboarding flow,Refactor authentication flow to use OAuth2 best practices.,research,1,2025-10-19,2025-11-01,9,Low,feature,Alice
TASK0653,Database migration,Allow users to export orders in CSV and Excel format.,data,2,2025-10-02,2025-10-19,-4,Medium,bug,Bob
TASK0654,Add export CSV,Allow users to export orders in CSV and Excel format.,data,2,2025-10-18,2025-11-03,11,Low,chore,Alice
TASK0655,Create onboarding flow,Add migration scripts to move old schema to new one. Ensure backups.,backend,4,2025-10-16,2025-10-28,5,Medium,bug,Bob
TASK0656,Optimize image loading,App crashes intermittently when submitting large form payloads.,testing,6,2025-10-07,2025-10-09,-14,Medium,bug,Chitra
TASK0657,Refactor auth module,Add unit tests for payment module to improve coverage to 80%.,ux,12,2025-10-20,2025-10-29,6,Low,feature,Esha
TASK0658,Investigate crash on submit,App crashes intermittently when submitting large form payloads.,devops,8,2025-10-18,2025-10-21,-2,High,feature,Dev
TASK0659,Database migration,Refactor authentication flow to use OAuth2 best practices.,testing,4,2025-09-24,2025-10-06,-17,Medium,feature,Dev
TASK0660,Add export CSV,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",research,2,2025-09-25,2025-10-10,-13,Medium,bug,Alice
TASK0661,Write unit tests,Add migration scripts to move old schema to new one. Ensure backups.,frontend,2,2025-10-07,2025-10-13,-10,Medium,feature,Alice
TASK0662,Database migration,App crashes intermittently when submitting large form payloads.,ux,4,2025-10-02,2025-10-06,-17,Medium,feature,Dev
TASK0663,Database migration,Allow users to export orders in CSV and Excel format.,frontend,12,2025-10-08,2025-10-22,-1,High,bug,Alice
TASK0664,Add export CSV,Allow users to export orders in CSV and Excel format.,frontend,2,2025-10-19,2025-11-05,13,Low,bug,Esha
TASK0665,Fix login error,Profile page layout looks cramped on mobile devices. Improve spacing.,devops,2,2025-10-19,2025-11-05,13,Low,chore,Esha
TASK0666,Fix login error,Add unit tests for payment module to improve coverage to 80%.,backend,2,2025-10-05,2025-10-20,-3,Medium,feature,Dev
TASK0667,Create onboarding flow,Profile page layout looks cramped on mobile devices. Improve spacing.,frontend,6,2025-09-26,2025-10-16,-7,Medium,bug,Esha
TASK0668,Update user profile UI,Allow users to export orders in CSV and Excel format.,data,8,2025-09-27,2025-10-06,-17,High,bug,Chitra
TASK0669,Create onboarding flow,Allow users to export orders in CSV and Excel format.,research,1,2025-09-24,2025-10-02,-21,Medium,feature,Bob
TASK0670,Fix login error,Add migration scripts to move old schema to new one. Ensure backups.,research,8,2025-10-20,2025-11-03,11,Low,chore,Esha
TASK0671,Update user profile UI,Design and implement onboarding wizard for new users.,research,8,2025-10-20,2025-10-22,-1,High,chore,Esha
TASK0672,Add search feature,Need to implement a search bar with fuzzy matching and filters.,testing,12,2025-10-07,2025-10-12,-11,High,chore,Esha
TASK0673,Fix login error,App crashes intermittently when submitting large form payloads.,research,6,2025-09-27,2025-10-09,-14,Medium,chore,Esha
TASK0674,Database migration,Design and implement onboarding wizard for new users.,ux,6,2025-10-10,2025-10-22,-1,Medium,feature,Esha
TASK0675,Investigate crash on submit,Profile page layout looks cramped on mobile devices. Improve spacing.,devops,6,2025-10-20,2025-10-28,4,Medium,chore,Alice
TASK0676,Add export CSV,Refactor authentication flow to use OAuth2 best practices.,testing,4,2025-10-14,2025-10-21,-2,Medium,bug,Alice
TASK0677,Refactor auth module,Need to implement a search bar with fuzzy matching and filters.,research,1,2025-10-05,2025-10-18,-5,Medium,feature,Chitra
TASK0678,Optimize image loading,Need to implement a search bar with fuzzy matching and filters.,frontend,6,2025-10-10,2025-10-29,6,Low,bug,Esha
TASK0679,Add export CSV,Speed up image loading using lazy loading and compression.,research,4,2025-10-10,2025-10-23,0,Medium,feature,Dev
TASK0680,Refactor auth module,Design and implement onboarding wizard for new users.,frontend,4,2025-10-06,2025-10-24,1,Medium,feature,Chitra
TASK0681,Add export CSV,Speed up image loading using lazy loading and compression.,ux,12,2025-10-14,2025-10-27,4,Medium,feature,Alice
TASK0682,Database migration,Design and implement onboarding wizard for new users.,ux,12,2025-09-30,2025-10-06,-17,High,bug,Esha
TASK0683,Optimize image loading,Refactor authentication flow to use OAuth2 best practices.,research,12,2025-10-11,2025-10-13,-10,High,bug,Alice
TASK0684,Add search feature,Profile page layout looks cramped on mobile devices. Improve spacing.,testing,8,2025-09-28,2025-10-12,-11,High,bug,Chitra
TASK0685,Optimize image loading,Need to implement a search bar with fuzzy matching and filters.,research,1,2025-10-16,2025-10-29,6,Low,chore,Dev
TASK0686,Refactor auth module,Add unit tests for payment module to improve coverage to 80%.,data,8,2025-10-04,2025-10-06,-17,High,chore,Bob
TASK0687,Create onboarding flow,Design and implement onboarding wizard for new users.,backend,2,2025-10-03,2025-10-20,-3,Medium,bug,Alice
TASK0688,Add export CSV,Refactor authentication flow to use OAuth2 best practices.,research,12,2025-09-28,2025-10-06,-17,High,feature,Alice
TASK0689,Database migration,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",frontend,1,2025-10-12,2025-10-21,-2,Medium,feature,Chitra
TASK0690,Investigate crash on submit,App crashes intermittently when submitting large form payloads.,research,2,2025-10-02,2025-10-19,-4,Medium,bug,Alice
TASK0691,Add search feature,Refactor authentication flow to use OAuth2 best practices.,devops,12,2025-09-24,2025-10-12,-11,High,chore,Chitra
TASK0692,Write unit tests,Add migration scripts to move old schema to new one. Ensure backups.,research,2,2025-10-12,2025-10-27,4,Low,chore,Esha
TASK0693,Write unit tests,Profile page layout looks cramped on mobile devices. Improve spacing.,testing,8,2025-10-23,2025-10-27,4,Medium,feature,Esha
TASK0694,Optimize image loading,Need to implement a search bar with fuzzy matching and filters.,ux,8,2025-10-14,2025-10-23,0,High,chore,Esha
TASK0695,Create onboarding flow,App crashes intermittently when submitting large form payloads.,research,6,2025-10-15,2025-10-23,0,Medium,feature,Dev
TASK0696,Create onboarding flow,Allow users to export orders in CSV and Excel format.,ux,1,2025-10-02,2025-10-18,-5,Medium,bug,Alice
TASK0697,Database migration,Add migration scripts to move old schema to new one. Ensure backups.,ux,4,2025-10-11,2025-10-25,2,Medium,chore,Esha
TASK0698,Fix login error,Add unit tests for payment module to improve coverage to 80%.,frontend,4,2025-10-06,2025-10-09,-14,Medium,feature,Chitra
TASK0699,Refactor auth module,Profile page layout looks cramped on mobile devices. Improve spacing.,testing,4,2025-10-21,2025-11-02,10,Low,bug,Esha
TASK0700,Update user profile UI,Add migration scripts to move old schema to new one. Ensure backups.,testing,12,2025-10-15,2025-10-22,-1,High,bug,Bob
TASK0701,Write unit tests,Add migration scripts to move old schema to new one. Ensure backups.,frontend,2,2025-09-26,2025-10-04,-19,Medium,chore,Chitra
TASK0702,Add search feature,Need to implement a search bar with fuzzy matching and filters.,backend,12,2025-10-19,2025-11-04,12,Medium,feature,Esha
TASK0703,Fix login error,Design and implement onboarding wizard for new users.,devops,8,2025-09-23,2025-10-04,-19,High,feature,Esha
TASK0704,Write unit tests,Design and implement onboarding wizard for new users.,frontend,8,2025-09-26,2025-10-05,-18,High,feature,Esha
TASK0705,Fix login error,Refactor authentication flow to use OAuth2 best practices.,ux,6,2025-10-19,2025-11-04,12,Low,chore,Alice
TASK0706,Optimize image loading,App crashes intermittently when submitting large form payloads.,ux,12,2025-10-07,2025-10-13,-10,High,feature,Alice
TASK0707,Refactor auth module,Design and implement onboarding wizard for new users.,devops,12,2025-10-01,2025-10-02,-21,High,bug,Bob
TASK0708,Add export CSV,Need to implement a search bar with fuzzy matching and filters.,devops,4,2025-10-11,2025-10-31,8,Low,chore,Bob
TASK0709,Write unit tests,Add migration scripts to move old schema to new one. Ensure backups.,devops,6,2025-10-06,2025-10-26,3,Medium,bug,Bob
TASK0710,Investigate crash on submit,Add migration scripts to move old schema to new one. Ensure backups.,testing,12,2025-10-08,2025-10-20,-3,High,feature,Dev
TASK0711,Create onboarding flow,Profile page layout looks cramped on mobile devices. Improve spacing.,research,2,2025-10-15,2025-11-03,11,Low,feature,Alice
TASK0712,Write unit tests,Add migration scripts to move old schema to new one. Ensure backups.,research,6,2025-09-30,2025-10-13,-10,Medium,bug,Bob
TASK0713,Fix login error,Profile page layout looks cramped on mobile devices. Improve spacing.,testing,6,2025-10-08,2025-10-13,-10,Medium,chore,Esha
TASK0714,Optimize image loading,Design and implement onboarding wizard for new users.,devops,4,2025-10-06,2025-10-24,1,Medium,chore,Alice
TASK0715,Add search feature,Profile page layout looks cramped on mobile devices. Improve spacing.,backend,2,2025-10-11,2025-10-20,-3,Medium,feature,Alice
TASK0716,Optimize image loading,Add unit tests for payment module to improve coverage to 80%.,devops,4,2025-10-09,2025-10-27,4,Medium,feature,Chitra
TASK0717,Fix login error,App crashes intermittently when submitting large form payloads.,backend,4,2025-10-12,2025-11-01,9,Low,bug,Esha
TASK0718,Refactor auth module,Profile page layout looks cramped on mobile devices. Improve spacing.,ux,4,2025-10-03,2025-10-15,-8,Medium,bug,Esha
TASK0719,Create onboarding flow,Need to implement a search bar with fuzzy matching and filters.,testing,8,2025-10-08,2025-10-18,-5,High,feature,Bob
TASK0720,Update user profile UI,Speed up image loading using lazy loading and compression.,testing,12,2025-09-26,2025-10-16,-7,High,feature,Alice
TASK0721,Update user profile UI,Speed up image loading using lazy loading and compression.,frontend,4,2025-10-21,2025-11-01,9,Low,feature,Chitra
TASK0722,Investigate crash on submit,Add unit tests for payment module to improve coverage to 80%.,testing,4,2025-10-04,2025-10-23,0,Medium,feature,Dev
TASK0723,Update user profile UI,Profile page layout looks cramped on mobile devices. Improve spacing.,ux,1,2025-10-10,2025-10-15,-8,Medium,feature,Chitra
TASK0724,Add search feature,Add migration scripts to move old schema to new one. Ensure backups.,frontend,6,2025-09-23,2025-09-27,-26,Medium,bug,Dev
TASK0725,Fix login error,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",ux,6,2025-10-06,2025-10-23,0,Medium,feature,Alice
TASK0726,Write unit tests,Allow users to export orders in CSV and Excel format.,frontend,1,2025-10-20,2025-11-02,10,Low,bug,Bob
TASK0727,Write unit tests,Design and implement onboarding wizard for new users.,data,2,2025-09-30,2025-10-05,-18,Medium,feature,Bob
TASK0728,Fix login error,Speed up image loading using lazy loading and compression.,ux,4,2025-10-23,2025-11-08,16,Low,feature,Esha
TASK0729,Write unit tests,Refactor authentication flow to use OAuth2 best practices.,testing,2,2025-09-24,2025-10-12,-11,Medium,bug,Esha
TASK0730,Add export CSV,App crashes intermittently when submitting large form payloads.,research,12,2025-10-09,2025-10-27,4,Medium,bug,Chitra
TASK0731,Refactor auth module,Add migration scripts to move old schema to new one. Ensure backups.,ux,1,2025-10-08,2025-10-23,0,Medium,bug,Dev
TASK0732,Update user profile UI,Add unit tests for payment module to improve coverage to 80%.,backend,1,2025-10-15,2025-11-01,9,Low,chore,Bob
TASK0733,Write unit tests,Design and implement onboarding wizard for new users.,research,1,2025-10-12,2025-10-28,5,Low,chore,Dev
TASK0734,Fix login error,App crashes intermittently when submitting large form payloads.,ux,4,2025-10-14,2025-11-03,11,Low,bug,Alice
TASK0735,Optimize image loading,Add migration scripts to move old schema to new one. Ensure backups.,testing,8,2025-10-06,2025-10-20,-3,High,feature,Bob
TASK0736,Investigate crash on submit,App crashes intermittently when submitting large form payloads.,frontend,4,2025-10-01,2025-10-04,-19,Medium,feature,Bob
TASK0737,Add export CSV,Add unit tests for payment module to improve coverage to 80%.,devops,12,2025-10-07,2025-10-25,2,High,chore,Dev
TASK0738,Add search feature,Profile page layout looks cramped on mobile devices. Improve spacing.,frontend,4,2025-10-17,2025-10-21,-2,Medium,feature,Esha
TASK0739,Write unit tests,Allow users to export orders in CSV and Excel format.,testing,2,2025-10-09,2025-10-20,-3,Medium,bug,Alice
TASK0740,Fix login error,Profile page layout looks cramped on mobile devices. Improve spacing.,backend,4,2025-10-06,2025-10-15,-8,Medium,bug,Dev
TASK0741,Fix login error,Add migration scripts to move old schema to new one. Ensure backups.,backend,2,2025-09-30,2025-10-01,-22,Medium,feature,Chitra
TASK0742,Write unit tests,Design and implement onboarding wizard for new users.,devops,6,2025-10-10,2025-10-12,-11,Medium,bug,Bob
TASK0743,Write unit tests,App crashes intermittently when submitting large form payloads.,backend,8,2025-10-22,2025-11-07,15,Medium,bug,Chitra
TASK0744,Investigate crash on submit,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",backend,12,2025-09-27,2025-10-05,-18,High,feature,Dev
TASK0745,Fix login error,Add migration scripts to move old schema to new one. Ensure backups.,testing,12,2025-10-16,2025-10-20,-3,High,feature,Bob
TASK0746,Investigate crash on submit,Add unit tests for payment module to improve coverage to 80%.,devops,2,2025-10-08,2025-10-10,-13,Medium,feature,Esha
TASK0747,Add search feature,Add unit tests for payment module to improve coverage to 80%.,testing,12,2025-10-07,2025-10-17,-6,High,bug,Alice
TASK0748,Database migration,Need to implement a search bar with fuzzy matching and filters.,frontend,12,2025-09-26,2025-10-10,-13,High,bug,Bob
TASK0749,Write unit tests,Allow users to export orders in CSV and Excel format.,backend,6,2025-09-28,2025-10-06,-17,Medium,bug,Alice
TASK0750,Create onboarding flow,Allow users to export orders in CSV and Excel format.,frontend,4,2025-10-05,2025-10-08,-15,Medium,bug,Dev
TASK0751,Add export CSV,Speed up image loading using lazy loading and compression.,ux,12,2025-10-21,2025-10-23,0,High,bug,Bob
TASK0752,Refactor auth module,Need to implement a search bar with fuzzy matching and filters.,frontend,6,2025-10-01,2025-10-09,-14,Medium,bug,Esha
TASK0753,Optimize image loading,Design and implement onboarding wizard for new users.,data,2,2025-09-28,2025-09-29,-24,Medium,feature,Chitra
TASK0754,Update user profile UI,Add unit tests for payment module to improve coverage to 80%.,backend,6,2025-09-30,2025-10-15,-8,Medium,feature,Esha
TASK0755,Create onboarding flow,Add migration scripts to move old schema to new one. Ensure backups.,research,2,2025-10-01,2025-10-19,-4,Medium,bug,Dev
TASK0756,Add export CSV,Refactor authentication flow to use OAuth2 best practices.,frontend,1,2025-10-15,2025-11-01,9,Low,bug,Chitra
TASK0757,Write unit tests,Refactor authentication flow to use OAuth2 best practices.,devops,6,2025-09-27,2025-09-28,-25,Medium,feature,Esha
TASK0758,Update user profile UI,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",research,4,2025-10-11,2025-10-31,8,Low,bug,Alice
TASK0759,Refactor auth module,App crashes intermittently when submitting large form payloads.,frontend,8,2025-10-02,2025-10-18,-5,High,feature,Bob
TASK0760,Write unit tests,Speed up image loading using lazy loading and compression.,testing,12,2025-10-04,2025-10-15,-8,High,bug,Esha
TASK0761,Add search feature,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",ux,2,2025-10-02,2025-10-08,-15,Medium,chore,Bob
TASK0762,Create onboarding flow,Add migration scripts to move old schema to new one. Ensure backups.,backend,1,2025-10-20,2025-11-08,16,Low,feature,Dev
TASK0763,Create onboarding flow,Refactor authentication flow to use OAuth2 best practices.,research,12,2025-10-02,2025-10-21,-2,High,bug,Chitra
TASK0764,Add export CSV,Need to implement a search bar with fuzzy matching and filters.,backend,2,2025-10-16,2025-11-01,9,Low,chore,Alice
TASK0765,Fix login error,Speed up image loading using lazy loading and compression.,research,12,2025-10-09,2025-10-23,0,High,chore,Alice
TASK0766,Add export CSV,Add unit tests for payment module to improve coverage to 80%.,research,1,2025-09-27,2025-09-30,-23,Medium,chore,Alice
TASK0767,Database migration,Refactor authentication flow to use OAuth2 best practices.,backend,1,2025-09-23,2025-10-01,-22,Medium,feature,Bob
TASK0768,Refactor auth module,Add migration scripts to move old schema to new one. Ensure backups.,research,12,2025-10-17,2025-10-23,0,High,feature,Esha
TASK0769,Add search feature,Allow users to export orders in CSV and Excel format.,devops,12,2025-10-10,2025-10-25,2,High,feature,Dev
TASK0770,Add search feature,Profile page layout looks cramped on mobile devices. Improve spacing.,ux,2,2025-09-25,2025-10-13,-10,Medium,feature,Chitra
TASK0771,Update user profile UI,Refactor authentication flow to use OAuth2 best practices.,research,6,2025-10-02,2025-10-14,-9,Medium,chore,Esha
TASK0772,Optimize image loading,App crashes intermittently when submitting large form payloads.,ux,12,2025-10-13,2025-10-27,4,Medium,chore,Chitra
TASK0773,Database migration,Allow users to export orders in CSV and Excel format.,research,2,2025-10-04,2025-10-17,-6,Medium,feature,Chitra
TASK0774,Create onboarding flow,Design and implement onboarding wizard for new users.,testing,1,2025-10-12,2025-10-14,-9,Medium,chore,Esha
TASK0775,Refactor auth module,Profile page layout looks cramped on mobile devices. Improve spacing.,devops,1,2025-10-23,2025-11-02,10,Low,chore,Bob
TASK0776,Optimize image loading,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",ux,12,2025-09-26,2025-10-05,-18,High,chore,Esha
TASK0777,Add export CSV,Allow users to export orders in CSV and Excel format.,frontend,1,2025-10-06,2025-10-08,-15,Medium,feature,Bob
TASK0778,Write unit tests,Speed up image loading using lazy loading and compression.,research,2,2025-10-19,2025-10-27,4,Low,bug,Chitra
TASK0779,Add export CSV,App crashes intermittently when submitting large form payloads.,research,2,2025-10-21,2025-10-24,1,Medium,feature,Dev
TASK0780,Create onboarding flow,Allow users to export orders in CSV and Excel format.,ux,1,2025-10-18,2025-11-07,15,Low,feature,Alice
TASK0781,Add export CSV,App crashes intermittently when submitting large form payloads.,backend,1,2025-09-30,2025-10-11,-12,Medium,bug,Dev
TASK0782,Add search feature,Add migration scripts to move old schema to new one. Ensure backups.,data,12,2025-10-10,2025-10-30,7,Low,chore,Dev
TASK0783,Write unit tests,Refactor authentication flow to use OAuth2 best practices.,backend,4,2025-10-22,2025-11-09,17,Low,feature,Chitra
TASK0784,Database migration,Profile page layout looks cramped on mobile devices. Improve spacing.,backend,12,2025-10-07,2025-10-20,-3,High,chore,Esha
TASK0785,Refactor auth module,Need to implement a search bar with fuzzy matching and filters.,frontend,6,2025-10-05,2025-10-15,-8,Medium,feature,Bob
TASK0786,Optimize image loading,Need to implement a search bar with fuzzy matching and filters.,testing,8,2025-10-19,2025-10-21,-2,High,feature,Chitra
TASK0787,Investigate crash on submit,Refactor authentication flow to use OAuth2 best practices.,testing,12,2025-10-21,2025-10-26,3,Medium,feature,Dev
TASK0788,Database migration,Design and implement onboarding wizard for new users.,testing,12,2025-10-06,2025-10-25,2,High,bug,Esha
TASK0789,Refactor auth module,Add migration scripts to move old schema to new one. Ensure backups.,frontend,1,2025-09-30,2025-10-09,-14,Medium,feature,Chitra
TASK0790,Add export CSV,Need to implement a search bar with fuzzy matching and filters.,backend,12,2025-10-02,2025-10-16,-7,High,feature,Chitra
TASK0791,Optimize image loading,Speed up image loading using lazy loading and compression.,research,12,2025-10-17,2025-10-18,-5,High,feature,Bob
TASK0792,Add export CSV,Design and implement onboarding wizard for new users.,research,2,2025-10-12,2025-10-27,4,Low,bug,Bob
TASK0793,Optimize image loading,Profile page layout looks cramped on mobile devices. Improve spacing.,ux,12,2025-10-17,2025-10-20,-3,High,bug,Alice
TASK0794,Add export CSV,Profile page layout looks cramped on mobile devices. Improve spacing.,ux,4,2025-10-16,2025-10-17,-6,Medium,bug,Alice
TASK0795,Create onboarding flow,Design and implement onboarding wizard for new users.,backend,4,2025-10-14,2025-10-21,-2,Medium,feature,Bob
TASK0796,Refactor auth module,Refactor authentication flow to use OAuth2 best practices.,ux,4,2025-10-17,2025-11-04,12,Low,feature,Bob
TASK0797,Fix login error,App crashes intermittently when submitting large form payloads.,research,12,2025-10-01,2025-10-18,-5,High,bug,Bob
TASK0798,Write unit tests,Add migration scripts to move old schema to new one. Ensure backups.,ux,12,2025-10-22,2025-11-11,19,Low,bug,Dev
TASK0799,Fix login error,Need to implement a search bar with fuzzy matching and filters.,testing,12,2025-10-03,2025-10-12,-11,High,feature,Chitra
TASK0800,Add search feature,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",devops,12,2025-09-26,2025-10-09,-14,High,bug,Dev
TASK0801,Add search feature,Speed up image loading using lazy loading and compression.,testing,8,2025-10-07,2025-10-25,2,High,bug,Bob
TASK0802,Create onboarding flow,Refactor authentication flow to use OAuth2 best practices.,data,1,2025-10-07,2025-10-09,-14,Medium,bug,Esha
TASK0803,Optimize image loading,Design and implement onboarding wizard for new users.,testing,12,2025-10-14,2025-10-20,-3,High,bug,Chitra
TASK0804,Write unit tests,Add migration scripts to move old schema to new one. Ensure backups.,research,4,2025-10-12,2025-10-14,-9,Medium,feature,Dev
TASK0805,Fix login error,Refactor authentication flow to use OAuth2 best practices.,devops,2,2025-09-25,2025-09-30,-24,Medium,bug,Dev
TASK0806,Update user profile UI,Need to implement a search bar with fuzzy matching and filters.,data,6,2025-10-02,2025-10-19,-4,Medium,chore,Esha
TASK0807,Database migration,App crashes intermittently when submitting large form payloads.,frontend,8,2025-09-26,2025-10-01,-22,High,feature,Chitra
TASK0808,Add export CSV,Speed up image loading using lazy loading and compression.,testing,8,2025-09-24,2025-09-29,-24,High,bug,Bob
TASK0809,Refactor auth module,Add migration scripts to move old schema to new one. Ensure backups.,ux,2,2025-10-05,2025-10-15,-8,Medium,feature,Esha
TASK0810,Update user profile UI,App crashes intermittently when submitting large form payloads.,ux,2,2025-09-24,2025-10-13,-10,Medium,chore,Chitra
TASK0811,Refactor auth module,Refactor authentication flow to use OAuth2 best practices.,data,1,2025-10-21,2025-10-27,4,Low,bug,Bob
TASK0812,Fix login error,Speed up image loading using lazy loading and compression.,testing,6,2025-09-30,2025-10-10,-13,Medium,feature,Chitra
TASK0813,Database migration,Need to implement a search bar with fuzzy matching and filters.,frontend,2,2025-10-19,2025-10-20,-3,Medium,feature,Esha
TASK0814,Write unit tests,Allow users to export orders in CSV and Excel format.,research,8,2025-10-04,2025-10-12,-11,High,feature,Bob
TASK0815,Fix login error,Speed up image loading using lazy loading and compression.,backend,12,2025-10-02,2025-10-18,-5,High,bug,Esha
TASK0816,Optimize image loading,Profile page layout looks cramped on mobile devices. Improve spacing.,ux,6,2025-10-08,2025-10-24,1,Medium,feature,Bob
TASK0817,Database migration,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",testing,1,2025-10-17,2025-10-26,3,Low,chore,Bob
TASK0818,Database migration,Add migration scripts to move old schema to new one. Ensure backups.,backend,2,2025-09-30,2025-10-15,-8,Medium,chore,Dev
TASK0819,Optimize image loading,Design and implement onboarding wizard for new users.,frontend,6,2025-10-01,2025-10-14,-9,Medium,feature,Esha
TASK0820,Investigate crash on submit,Speed up image loading using lazy loading and compression.,testing,8,2025-09-30,2025-10-19,-4,High,feature,Esha
TASK0821,Fix login error,Refactor authentication flow to use OAuth2 best practices.,backend,6,2025-10-03,2025-10-18,-5,Medium,chore,Alice
TASK0822,Database migration,Refactor authentication flow to use OAuth2 best practices.,research,6,2025-09-25,2025-09-27,-26,Medium,feature,Esha
TASK0823,Fix login error,Add migration scripts to move old schema to new one. Ensure backups.,devops,6,2025-09-29,2025-10-12,-11,Medium,chore,Chitra
TASK0824,Update user profile UI,App crashes intermittently when submitting large form payloads.,devops,8,2025-10-09,2025-10-11,-12,High,feature,Bob
TASK0825,Create onboarding flow,Need to implement a search bar with fuzzy matching and filters.,data,8,2025-10-09,2025-10-13,-10,High,bug,Esha
TASK0826,Refactor auth module,Profile page layout looks cramped on mobile devices. Improve spacing.,testing,6,2025-09-23,2025-10-04,-19,Medium,feature,Bob
TASK0827,Add export CSV,Add migration scripts to move old schema to new one. Ensure backups.,testing,1,2025-10-09,2025-10-18,-5,Medium,bug,Bob
TASK0828,Add search feature,Need to implement a search bar with fuzzy matching and filters.,backend,12,2025-10-01,2025-10-16,-7,High,feature,Alice
TASK0829,Investigate crash on submit,Refactor authentication flow to use OAuth2 best practices.,research,2,2025-10-07,2025-10-20,-3,Medium,feature,Alice
TASK0830,Update user profile UI,Speed up image loading using lazy loading and compression.,research,12,2025-09-29,2025-10-04,-19,High,bug,Bob
TASK0831,Fix login error,App crashes intermittently when submitting large form payloads.,devops,4,2025-10-18,2025-11-02,10,Low,bug,Bob
